Constituency No.,Constituency Name,Candidate Name,Candidate Sex,Candidate Age,Candidate Category, Party Name, VALID VOTES POLLED in General, VALID VOTES POLLED in Postal, Total Valid Votes,Total Electors,Total Votes
1,MANJESHWAR,P B ABDUL RAZAK,M,60,GEN,IUML,56828,42,56870,208165,158884
1,MANJESHWAR,K SURENDRAN,M,46,GEN,BJP,56591,190,56781,208165,158884
1,MANJESHWAR,ADV. C.H.KUNHAMBU,M,56,GEN,CPM,42497,68,42565,208165,158884
1,MANJESHWAR,BASHEER AHAMMAD S M,M,36,GEN,PDP,759,0,759,208165,158884
1,MANJESHWAR,None of the Above,,,,NOTA,645,1,646,208165,158884
1,MANJESHWAR,SUNDARA K,M,47,SC,IND,467,0,467,208165,158884
1,MANJESHWAR,RAVICHANDRA,M,38,SC,BSP,365,0,365,208165,158884
1,MANJESHWAR,K P MUNEER,M,45,GEN,IND,224,0,224,208165,158884
1,MANJESHWAR,JOHN D SOUZA,M,53,GEN,IND,207,0,207,208165,158884
2,KASARAGOD,N A NELLIKKUNNU,M,62,GEN,IUML,64623,104,64727,188906,144749
2,KASARAGOD,RAVISHA THANTRI KUNTAR,M,48,GEN,BJP,55830,290,56120,188906,144749
2,KASARAGOD,DR. A A AMEEN,M,61,GEN,INL,21505,110,21615,188906,144749
2,KASARAGOD,None of the Above,,,,NOTA,653,8,661,188906,144749
2,KASARAGOD,VIJAYAKUMAR B,M,43,SC,BSP,582,3,585,188906,144749
2,KASARAGOD,ROSHAN KUMAR,M,32,GEN,IND,508,0,508,188906,144749
2,KASARAGOD,A DAMODARAN,M,59,GEN,IND,283,0,283,188906,144749
2,KASARAGOD,MUNEER MUNAMBAM,M,33,GEN,IND,250,0,250,188906,144749
3,UDMA,K KUNHIRAMAN,M,68,GEN,CPM,70313,366,70679,199962,160870
3,UDMA,K SUDHAKARAN,M,67,GEN,INC,66615,232,66847,199962,160870
3,UDMA,ADV. K SHREEKANTH,M,40,GEN,BJP,21134,97,21231,199962,160870
3,UDMA,None of the Above,,,,NOTA,405,0,405,199962,160870
3,UDMA,GOPI KUTHIRAKALLU,M,35,ST,PDP,353,0,353,199962,160870
3,UDMA,DAMODARAN P,M,45,ST,IND,349,0,349,199962,160870
3,UDMA,MOHAMMED PAKYARA,M,30,GEN,SDPI,331,0,331,199962,160870
3,UDMA,SUDHAKARAN CHERUKANAM,M,47,GEN,IND,208,0,208,199962,160870
3,UDMA,GOVINDAN B ALINTHAZHE,M,42,ST,APOI,164,1,165,199962,160870
3,UDMA,ABBAS MOTHALAPPARA,M,59,GEN,IND,157,0,157,199962,160870
3,UDMA,K KUNHIRAMAN PERIYANGANAM,M,61,GEN,IND,145,0,145,199962,160870
4,KANHANGAD,E.CHANDRASHEKARAN,M,67,GEN,CPI,80118,440,80558,204931,161189
4,KANHANGAD,DHANYA SURESH,F,36,GEN,INC,54352,195,54547,204931,161189
4,KANHANGAD,M P RAGHAVAN,M,49,GEN,BDJS,21045,59,21104,204931,161189
4,KANHANGAD,CHANDRAN PARAPPA,M,38,ST,BSP,965,0,965,204931,161189
4,KANHANGAD,ASSAINAR MUTTUMTHALA,M,44,GEN,PDP,959,0,959,204931,161189
4,KANHANGAD,None of the Above,,,,NOTA,850,6,856,204931,161189
4,KANHANGAD,SAJEEVAN R,M,33,ST,IND,663,0,663,204931,161189
4,KANHANGAD,MUHAMMED ALI V V,M,37,GEN,IND,420,0,420,204931,161189
4,KANHANGAD,KOOKKAL BALAKRISHNAN,M,52,GEN,IND,293,1,294,204931,161189
4,KANHANGAD,RAGHAVAN B POODAMKALLU,M,36,ST,APOI,271,1,272,204931,161189
4,KANHANGAD,BALACHANDRAN KARIMBIL,M,54,GEN,SHS,258,2,260,204931,161189
4,KANHANGAD,K U KRISHNAKUMAR,M,40,GEN,IND,186,0,186,204931,161189
4,KANHANGAD,M DAMODARAN,M,69,ST,IND,105,0,105,204931,161189
5,TRIKARIPUR,M.RAJAGOPALAN,M,55,GEN,CPM,78279,1007,79286,190119,155671
5,TRIKARIPUR,K P KUNHIKANNAN,M,67,GEN,INC,61931,396,62327,190119,155671
5,TRIKARIPUR,M.BHASKARAN,M,59,GEN,BJP,10707,60,10767,190119,155671
5,TRIKARIPUR,C.H.MUTHALIB,M,54,GEN,WPOI,1029,0,1029,190119,155671
5,TRIKARIPUR,M V SHAUKATHALI,M,43,GEN,SDPI,840,0,840,190119,155671
5,TRIKARIPUR,None of the Above,,,,NOTA,772,2,774,190119,155671
5,TRIKARIPUR,P P PURUSHOTHAMAN,M,50,GEN,IND,262,1,263,190119,155671
5,TRIKARIPUR,K.P. KUNHIKANNAN KANDOTHUMPURATH,M,69,GEN,IND,183,0,183,190119,155671
5,TRIKARIPUR,KUNJIKANNAN. P. M KURUVATTU VEEDU,M,63,ST,IND,109,0,109,190119,155671
5,TRIKARIPUR,K M SREEDHARAN,M,63,GEN,IND,93,0,93,190119,155671
6,PAYYANNUR,C KRISHNAN,M,66,GEN,CPM,82198,1028,83226,175438,143442
6,PAYYANNUR,SAJID MAVVAL,M,35,GEN,INC,42740,223,42963,175438,143442
6,PAYYANNUR,ANIAMMA TEACHER,F,52,GEN,BJP,15288,53,15341,175438,143442
6,PAYYANNUR,None of the Above,,,,NOTA,1032,10,1042,175438,143442
6,PAYYANNUR,VINOD KUMAR RAMANTHALI,M,47,GEN,CPIM,862,8,870,175438,143442
7,KALLIASSERI,T V RAJESH,M,42,GEN,CPM,82289,717,83006,177121,138747
7,KALLIASSERI,AMRITHA RAMAKRISHNAN,F,36,GEN,INC,39959,156,40115,177121,138747
7,KALLIASSERI,K P ARUN MASTER,M,30,GEN,BJP,10979,57,11036,177121,138747
7,KALLIASSERI,SUNIL KOYILERIAN,M,45,GEN,IND,1445,10,1455,177121,138747
7,KALLIASSERI,K SUBAIR,M,41,GEN,SDPI,1435,0,1435,177121,138747
7,KALLIASSERI,SAINUDHEEN KARIVELLUR,M,46,GEN,WPOI,1076,4,1080,177121,138747
7,KALLIASSERI,None of the Above,,,,NOTA,618,2,620,177121,138747
8,TALIPARAMBA,JAMES MATHEW,M,55,GEN,CPM,90262,844,91106,197568,159980
8,TALIPARAMBA,RAJESH NAMBIAR,M,51,GEN,KEC(M),50253,236,50489,197568,159980
8,TALIPARAMBA,P. BALAKRISHNAN MASTER,M,50,GEN,BJP,14670,72,14742,197568,159980
8,TALIPARAMBA,IBRAHIM THIRUVATTOOR,M,57,GEN,SDPI,1323,0,1323,197568,159980
8,TALIPARAMBA,None of the Above,,,,NOTA,859,8,867,197568,159980
8,TALIPARAMBA,P. K. AYYAPPAN MASTER,M,64,GEN,BSP,671,4,675,197568,159980
8,TALIPARAMBA,K. SADANANDAN,M,39,GEN,IND,288,0,288,197568,159980
8,TALIPARAMBA,K. RAJESH KUMAR,M,41,GEN,IND,287,0,287,197568,159980
8,TALIPARAMBA,P. V. ANIL,M,39,GEN,IND,203,0,203,197568,159980
9,IRIKKUR,K C JOSEPH,M,69,GEN,INC,72189,359,72548,188416,148072
9,IRIKKUR,K T JOSE,M,52,GEN,CPI,62373,528,62901,188416,148072
9,IRIKKUR,A P GANGADHARAN,M,53,GEN,BJP,8265,29,8294,188416,148072
9,IRIKKUR,ADV. BINOY THOMAS,M,47,GEN,IND,2727,7,2734,188416,148072
9,IRIKKUR,JOSEPH K C KALAYAKKATTIL,M,63,GEN,IND,602,0,602,188416,148072
9,IRIKKUR,None of the Above,,,,NOTA,553,0,553,188416,148072
9,IRIKKUR,RIJO,M,38,GEN,IND,134,0,134,188416,148072
9,IRIKKUR,RAJEEV JOSEPH,M,49,GEN,IND,123,0,123,188416,148072
9,IRIKKUR,A K SHAJI,M,45,GEN,IND,103,0,103,188416,148072
9,IRIKKUR,RAVEENDRAN A V,M,45,GEN,IND,80,0,80,188416,148072
10,AZHIKODE,K M SHAJI,M,44,GEN,IUML,62823,259,63082,172757,141498
10,AZHIKODE,M V NIKESH KUMAR,M,42,GEN,CPM,60361,434,60795,172757,141498
10,AZHIKODE,A V KESAVAN,M,49,GEN,BJP,12533,47,12580,172757,141498
10,AZHIKODE,K K ABDUL JABBAR,M,42,GEN,SDPI,1704,1,1705,172757,141498
10,AZHIKODE,P K RAGESH,M,47,GEN,IND,1512,6,1518,172757,141498
10,AZHIKODE,M JOSEPH JOHN,M,47,GEN,WPOI,680,7,687,172757,141498
10,AZHIKODE,None of the Above,,,,NOTA,452,1,453,172757,141498
10,AZHIKODE,ADV. P C VIVEK,M,30,GEN,SUCI,234,1,235,172757,141498
10,AZHIKODE,"SHAJI K M, THOLAMBRA",M,34,GEN,IND,196,0,196,172757,141498
10,AZHIKODE,"K M SHAJI, MAMBA",M,42,GEN,IND,160,0,160,172757,141498
10,AZHIKODE,PRASAD V P,M,60,GEN,IND,87,0,87,172757,141498
11,KANNUR,RAMACHANDRAN KADANNAPPALLI,M,71,GEN,C(S),53931,416,54347,163205,126219
11,KANNUR,SATHEESAN PACHENI,M,48,GEN,INC,52830,321,53151,163205,126219
11,KANNUR,K.G. BABU,M,55,GEN,BJP,13152,63,13215,163205,126219
11,KANNUR,SUFIRA K P,F,40,GEN,SDPI,2551,0,2551,163205,126219
11,KANNUR,C P RAHNA TEACHER,F,45,GEN,WPOI,1132,2,1134,163205,126219
11,KANNUR,N P SATHAR,M,53,GEN,IND,755,0,755,163205,126219
11,KANNUR,None of the Above,,,,NOTA,512,5,517,163205,126219
11,KANNUR,K SUDHAKARAN,M,39,GEN,IND,223,0,223,163205,126219
11,KANNUR,SATHEESAN PAZHAYADATH,M,43,GEN,IND,97,0,97,163205,126219
11,KANNUR,SATHEESAN EDATHIL VEEDU,M,40,GEN,IND,79,0,79,163205,126219
11,KANNUR,RAMACHANDRAN THAYALE PURAYIL,M,40,GEN,IND,77,0,77,163205,126219
11,KANNUR,RAMACHANDRAN POTHERAVALAPPIL,M,50,GEN,IND,73,0,73,163205,126219
12,DHARMADAM,PINARAYI VIJAYAN,M,72,GEN,CPM,86362,967,87329,184431,153627
12,DHARMADAM,MAMBARAM DIVAKARAN,M,64,GEN,INC,50065,359,50424,184431,153627
12,DHARMADAM,MOHANAN MANANTHERY,M,59,GEN,BJP,12709,54,12763,184431,153627
12,DHARMADAM,THARAMMAL  NIYAS,M,40,GEN,SDPI,1993,1,1994,184431,153627
12,DHARMADAM,None of the Above,,,,NOTA,612,3,615,184431,153627
12,DHARMADAM,DIVAKARAN.M.THIRUVATHIRA,M,52,GEN,IND,354,0,354,184431,153627
12,DHARMADAM,DIVAKARAN MOOTTIL HOUSE,M,54,GEN,IND,148,0,148,184431,153627
13,THALASSERY,ADV. A N SHAMSEER,M,39,GEN,CPM,70282,459,70741,167024,132666
13,THALASSERY,A P ABDULLAKUTTY,M,49,GEN,INC,36439,185,36624,167024,132666
13,THALASSERY,V K SAJEEVAN,M,40,GEN,BJP,22043,82,22125,167024,132666
13,THALASSERY,JABEENA IRSHAD,F,36,GEN,WPOI,1334,3,1337,167024,132666
13,THALASSERY,A C JALALUDHEEN,M,54,GEN,SDPI,958,1,959,167024,132666
13,THALASSERY,None of the Above,,,,NOTA,509,5,514,167024,132666
13,THALASSERY,BALAKRISHNAN KODIYERI,M,54,GEN,IND,129,0,129,167024,132666
13,THALASSERY,THAYYIL VATTAKKANDI SAJEEVAN V K,M,40,GEN,IND,124,1,125,167024,132666
13,THALASSERY,DANISH MAHAL A P ABDULLAKUTTY,M,48,GEN,IND,112,0,112,167024,132666
14,KUTHUPARAMBA,K K SHAILAJA TEACHER,F,59,GEN,CPM,66578,435,67013,181095,146824
14,KUTHUPARAMBA,K P MOHANAN S/O P R KURUP,M,66,GEN,JD(U),54458,264,54722,181095,146824
14,KUTHUPARAMBA,C SADANANDAN MASTER,M,52,GEN,BJP,20700,87,20787,181095,146824
14,KUTHUPARAMBA,ADV. MUHAMMAD SHABEER K C,M,46,GEN,SDPI,1680,1,1681,181095,146824
14,KUTHUPARAMBA,K P MOHANAN VEDICHALIL,M,53,GEN,IND,1041,0,1041,181095,146824
14,KUTHUPARAMBA,None of the Above,,,,NOTA,501,0,501,181095,146824
14,KUTHUPARAMBA,K P MOHANAN HRIDYAM,M,58,GEN,IND,355,0,355,181095,146824
14,KUTHUPARAMBA,K RAGHUNATH,M,43,GEN,IND,296,0,296,181095,146824
14,KUTHUPARAMBA,SHYLAJA PRASANTH,F,50,GEN,IND,265,0,265,181095,146824
14,KUTHUPARAMBA,SHYLAJA NELLIYULLA PARAMBATH,F,38,GEN,IND,163,0,163,181095,146824
15,MATTANNUR,E. P. JAYARAJAN,M,65,GEN,CPM,83265,765,84030,177911,148677
15,MATTANNUR,K. P. PRASANTH,M,43,GEN,JD(U),40362,287,40649,177911,148677
15,MATTANNUR,BIJU ELAKKUZHI,M,36,GEN,BJP,18533,87,18620,177911,148677
15,MATTANNUR,RAFEEKH KEECHERI,M,38,GEN,SDPI,3188,0,3188,177911,148677
15,MATTANNUR,None of the Above,,,,NOTA,1414,6,1420,177911,148677
15,MATTANNUR,KODIPPADI PRASANTH,M,42,GEN,IND,770,0,770,177911,148677
16,PERAVOOR,ADV. SUNNY JOSEPH,M,63,GEN,INC,65246,413,65659,168458,136505
16,PERAVOOR,ADV. BINOY KURIAN,M,39,GEN,CPM,57322,348,57670,168458,136505
16,PERAVOOR,PAILY VATHIATTU,M,62,GEN,BDJS,9087,42,9129,168458,136505
16,PERAVOOR,P K FAROOKH,M,45,GEN,SDPI,1935,0,1935,168458,136505
16,PERAVOOR,PALLIPRAM PRASANNAN,M,60,SC,WPOI,512,1,513,168458,136505
16,PERAVOOR,None of the Above,,,,NOTA,457,1,458,168458,136505
16,PERAVOOR,SUNNY JOSEPH KALLARAKKAL,M,62,GEN,IND,389,0,389,168458,136505
16,PERAVOOR,ADV. K J JOSEPH,M,50,GEN,IND,241,0,241,168458,136505
16,PERAVOOR,BIJOY KURIAN,M,40,GEN,IND,214,0,214,168458,136505
16,PERAVOOR,V D BINTO,M,40,GEN,IND,124,0,124,168458,136505
16,PERAVOOR,SUNNY,M,43,GEN,IND,110,0,110,168458,136505
16,PERAVOOR,RADHAMANI NARAYANA KUMAR,F,47,GEN,IND,63,0,63,168458,136505
17,MANANTHAVADY,O R KELU,M,46,ST,CPM,61982,454,62436,187760,145592
17,MANANTHAVADY,P K JAYALAKSHMI,F,35,ST,INC,60889,240,61129,187760,145592
17,MANANTHAVADY,K MOHANDAS,M,37,ST,BJP,16183,47,16230,187760,145592
17,MANANTHAVADY,SOMAN P N,M,58,ST,SDPI,1376,1,1377,187760,145592
17,MANANTHAVADY,LAKSHMI,F,47,ST,IND,1300,0,1300,187760,145592
17,MANANTHAVADY,None of the Above,,,,NOTA,1048,2,1050,187760,145592
17,MANANTHAVADY,ANNAN MADAKKIMALA,M,59,ST,BSP,679,0,679,187760,145592
17,MANANTHAVADY,KELU CHAYIMMAL,M,50,ST,IND,583,0,583,187760,145592
17,MANANTHAVADY,VIJAYAN,M,38,ST,CPIM,224,0,224,187760,145592
17,MANANTHAVADY,USHA K,F,42,ST,IND,205,0,205,187760,145592
17,MANANTHAVADY,KELU KOLLIYIL,M,62,ST,IND,196,0,196,187760,145592
17,MANANTHAVADY,NITTAMANI K KUNHIRAMAN,M,50,ST,IND,183,0,183,187760,145592
18,SULTHANBATHERY,I C BALAKRISHNAN,M,41,ST,INC,75410,337,75747,218241,172004
18,SULTHANBATHERY,RUGMINI SUBRAHMANIAN,F,44,ST,CPM,63994,555,64549,218241,172004
18,SULTHANBATHERY,C K JANU,F,43,ST,IND,27777,143,27920,218241,172004
18,SULTHANBATHERY,None of the Above,,,,NOTA,1259,2,1261,218241,172004
18,SULTHANBATHERY,MUKUNDAN CHEENGERI,M,73,ST,BSP,791,0,791,218241,172004
18,SULTHANBATHERY,MADHAVI,F,33,ST,CPIM,609,0,609,218241,172004
18,SULTHANBATHERY,K K VASU,M,57,ST,SP,478,0,478,218241,172004
18,SULTHANBATHERY,BALAKRISHNAN EDAKKAL,M,48,ST,IND,387,0,387,218241,172004
18,SULTHANBATHERY,T R SREEDHARAN,M,64,ST,SUCI,262,0,262,218241,172004
19,KALPETTA,C K SASEENDRAN,M,58,GEN,CPM,72472,487,72959,190938,150907
19,KALPETTA,M.V SHREYAMS KUMAR,M,49,GEN,JD(U),59631,245,59876,190938,150907
19,KALPETTA,K SADANANDAN,M,62,GEN,BJP,12893,45,12938,190938,150907
19,KALPETTA,None of the Above,,,,NOTA,1171,1,1172,190938,150907
19,KALPETTA,JOSEPH AMBALAVAYAL,M,42,GEN,WPOI,895,5,900,190938,150907
19,KALPETTA,ADV. K A AYOOB,M,40,GEN,SDPI,835,2,837,190938,150907
19,KALPETTA,MADAYI LATHEEF,M,50,GEN,IND,594,0,594,190938,150907
19,KALPETTA,SREYAMS KUMAR ANJANA HOUSE,M,53,GEN,IND,498,0,498,190938,150907
19,KALPETTA,SUJAYAKUMAR,M,48,GEN,CPIM,468,0,468,190938,150907
19,KALPETTA,MOIDEEN CHEMBOTHARA,M,47,GEN,IND,451,0,451,190938,150907
19,KALPETTA,SANDHYA N M,F,30,GEN,IND,214,0,214,190938,150907
20,VADAKARA,C.K.NANU,M,78,GEN,JD(S),48755,456,49211,158907,129572
20,VADAKARA,MANAYATH CHANDRAN,M,60,GEN,JD(U),39498,202,39700,158907,129572
20,VADAKARA,K.K.REMA T. P. HOUSE,F,46,GEN,IND,20346,158,20504,158907,129572
20,VADAKARA,ADV. M. RAJESHKUMAR,M,44,GEN,BJP,13890,47,13937,158907,129572
20,VADAKARA,P. ABDUL HAMEED MASTER,M,57,GEN,SDPI,2671,2,2673,158907,129572
20,VADAKARA,MADAPARAMBATH CHANDRAN,M,58,GEN,IND,1648,0,1648,158907,129572
20,VADAKARA,None of the Above,,,,NOTA,506,0,506,158907,129572
20,VADAKARA,K.K.REMA KUNIYIL,F,52,GEN,IND,352,0,352,158907,129572
20,VADAKARA,STALIN.P.P,M,47,GEN,CPIM,284,0,284,158907,129572
20,VADAKARA,T. K. NANU THAZHE KANDOTH,M,51,GEN,IND,279,0,279,158907,129572
20,VADAKARA,MATHATH CHANDRAN,M,57,GEN,IND,240,0,240,158907,129572
20,VADAKARA,T. P. RAMA VADAKKE EROTH,F,50,GEN,IND,238,0,238,158907,129572
21,KUTTIADI,PARAKKAL ABDULLA,M,57,GEN,IUML,71338,471,71809,184610,157810
21,KUTTIADI,K.K. LATHIKA,F,54,GEN,CPM,69897,755,70652,184610,157810
21,KUTTIADI,RAMADAS MANALERI,M,46,GEN,BJP,12283,44,12327,184610,157810
21,KUTTIADI,P.C. BHASKARAN,M,64,GEN,WPOI,1112,13,1125,184610,157810
21,KUTTIADI,SABU KAKKATTIL,M,38,GEN,SP,860,0,860,184610,157810
21,KUTTIADI,None of the Above,,,,NOTA,374,1,375,184610,157810
21,KUTTIADI,K.C. KUMARAN,M,60,GEN,IND,219,1,220,184610,157810
21,KUTTIADI,NARANATHU MUHAMMAD,M,38,GEN,PDP,118,0,118,184610,157810
21,KUTTIADI,PARAKKAL ABDULLA PALLIYATH,M,67,GEN,IND,85,0,85,184610,157810
21,KUTTIADI,S.R. KHAN MANIYOOR,M,58,GEN,IND,76,0,76,184610,157810
21,KUTTIADI,PALLIYIL ABDULLA,M,44,GEN,IND,62,0,62,184610,157810
21,KUTTIADI,ALUVA ANEESH,M,35,GEN,IND,57,0,57,184610,157810
21,KUTTIADI,PAREMMAL ABDULLA,M,65,GEN,IND,44,0,44,184610,157810
22,NADAPURAM,E. K. VIJAYAN,M,63,GEN,CPI,74340,402,74742,201719,162929
22,NADAPURAM,ADV. PRAVEENKUMAR,M,46,GEN,INC,69551,432,69983,201719,162929
22,NADAPURAM,M. P. RAJAN,M,55,GEN,BJP,14470,23,14493,201719,162929
22,NADAPURAM,C. K. ABDUL RAHIM MASTER,M,42,GEN,SDPI,2182,1,2183,201719,162929
22,NADAPURAM,None of the Above,,,,NOTA,445,1,446,201719,162929
22,NADAPURAM,K.K.VASU,M,59,SC,BSP,377,0,377,201719,162929
22,NADAPURAM,E.K. VIJAYAN KOMATH,M,47,GEN,IND,220,0,220,201719,162929
22,NADAPURAM,PRAVEENKUMAR THAYYULLATHIL,M,43,GEN,IND,171,0,171,201719,162929
22,NADAPURAM,PRAVEEN RAYAROTH THAZHAKUNI,M,42,GEN,IND,163,0,163,201719,162929
22,NADAPURAM,ALUVA ANEESH,M,35,GEN,IND,151,0,151,201719,162929
23,QUILANDY,K.DASAN,M,63,GEN,CPM,69774,819,70593,188490,153667
23,QUILANDY,N.SUBRAMANIAN,M,59,GEN,INC,56842,382,57224,188490,153667
23,QUILANDY,K. RAJINESH BABU,M,46,GEN,BJP,21989,98,22087,188490,153667
23,QUILANDY,ISMAYIL KAMMANA,M,44,GEN,SDPI,798,0,798,188490,153667
23,QUILANDY,RASAL M K,M,40,GEN,PDP,703,0,703,188490,153667
23,QUILANDY,PARAPPIL BALAKRISHNAN,M,49,SC,BSP,674,4,678,188490,153667
23,QUILANDY,None of the Above,,,,NOTA,653,0,653,188490,153667
23,QUILANDY,M.N.SUBRAHMANIAN KAKKUDUMBIL MEETHAL,M,52,GEN,IND,489,0,489,188490,153667
23,QUILANDY,P.K. DASAN PAZHUNTHUM KOOTTATHIL,M,52,GEN,IND,167,0,167,188490,153667
23,QUILANDY,P. M. SREEKUMAR,M,46,GEN,SUCI,149,0,149,188490,153667
23,QUILANDY,P. M. KUNHIKANNAN,M,62,SC,CPIM,126,0,126,188490,153667
24,PERAMBRA,T.P.RAMAKRISHNAN,M,67,GEN,CPM,71352,1007,72359,179658,153512
24,PERAMBRA,ADV.MOHAMMED IKBAL,M,48,GEN,KEC(M),67565,693,68258,179658,153512
24,PERAMBRA,SUKUMARAN NAIR,M,65,GEN,BDJS,8532,29,8561,179658,153512
24,PERAMBRA,RAZAK PALERI,M,39,GEN,WPOI,1646,27,1673,179658,153512
24,PERAMBRA,K.P.GOPI,M,50,GEN,SDPI,1030,6,1036,179658,153512
24,PERAMBRA,MUHAMMED IQBAL BAPPUBAITH,M,26,GEN,IND,637,0,637,179658,153512
24,PERAMBRA,None of the Above,,,,NOTA,615,1,616,179658,153512
24,PERAMBRA,M.T.MUHAMMED MASTER,M,51,GEN,CPIM,223,1,224,179658,153512
24,PERAMBRA,MUHAMMAD IQBAL PALLATH,M,52,GEN,IND,148,0,148,179658,153512
25,BALUSSERI,PURUSHUAN KADALUNDI,M,68,SC,CPM,82031,883,82914,209667,174568
25,BALUSSERI,U.C RAMAN PADANILAM,M,51,SC,IND,66790,660,67450,209667,174568
25,BALUSSERI,P.K SUPRAN,M,64,SC,BJP,19224,100,19324,209667,174568
25,BALUSSERI,BALAN NADUVANNUR,M,45,SC,SDPI,1763,1,1764,209667,174568
25,BALUSSERI,SASEENDRAN BAPPANKAD,M,48,SC,WPOI,937,22,959,209667,174568
25,BALUSSERI,RAMAN THACHAMPOYIL MEETHAL,M,81,SC,IND,709,1,710,209667,174568
25,BALUSSERI,None of the Above,,,,NOTA,636,2,638,209667,174568
25,BALUSSERI,K.T SIVAN,M,44,SC,IND,495,2,497,209667,174568
25,BALUSSERI,JAYARAJAN,M,55,SC,IND,312,0,312,209667,174568
26,ELATHUR,A K SASEENDRAN,M,70,GEN,NCP,75701,686,76387,188528,157006
26,ELATHUR,KISHEN CHAND,M,60,GEN,JD(U),46862,468,47330,188528,157006
26,ELATHUR,RAJAN NAIR,M,59,GEN,BJP,28919,151,29070,188528,157006
26,ELATHUR,KRISHNAN,M,62,GEN,IND,1724,0,1724,188528,157006
26,ELATHUR,RAGHU,M,59,SC,BSP,1135,7,1142,188528,157006
26,ELATHUR,None of the Above,,,,NOTA,982,4,986,188528,157006
26,ELATHUR,USEFFALI P M,M,59,GEN,IND,367,0,367,188528,157006
27,KOZHIKODE NORTH,A PRADEEP KUMAR,M,51,GEN,CPM,63577,615,64192,169752,132617
27,KOZHIKODE NORTH,ADV. P M SURESH BABU,M,66,GEN,INC,36047,272,36319,169752,132617
27,KOZHIKODE NORTH,K P SREESAN,M,62,GEN,BJP,29726,134,29860,169752,132617
27,KOZHIKODE NORTH,None of the Above,,,,NOTA,768,2,770,169752,132617
27,KOZHIKODE NORTH,VELAYUDHAN.K.P,M,58,SC,BSP,456,1,457,169752,132617
27,KOZHIKODE NORTH,ABDUL VAHID,M,48,GEN,SDPI,351,0,351,169752,132617
27,KOZHIKODE NORTH,S JENNIFER,F,31,GEN,SUCI,206,2,208,169752,132617
27,KOZHIKODE NORTH,E PRADEEP KUMAR PEEDIKATHODI,M,49,GEN,IND,187,0,187,169752,132617
27,KOZHIKODE NORTH,T SURESH BABU KAMALADHALAM,M,38,GEN,IND,151,0,151,169752,132617
27,KOZHIKODE NORTH,ABDU SAMAD,M,57,GEN,KLJP,122,0,122,169752,132617
28,KOZHIKODE SOUTH,DR. M.K.MUNEER,M,53,GEN,IUML,49721,142,49863,149054,115617
28,KOZHIKODE SOUTH,PROF.A. P. ABDUL VAHAB,M,57,GEN,INL,43312,224,43536,149054,115617
28,KOZHIKODE SOUTH,SATHEESH KUTTIYIL,M,63,GEN,BDJS,19064,82,19146,149054,115617
28,KOZHIKODE SOUTH,None of the Above,,,,NOTA,787,1,788,149054,115617
28,KOZHIKODE SOUTH,U.K.DEYSI BALASUBRAHMANYAN,F,41,SC,SDPI,593,0,593,149054,115617
28,KOZHIKODE SOUTH,KAMALA PAVITHRAN,F,45,SC,BSP,480,0,480,149054,115617
28,KOZHIKODE SOUTH,A.P.ABDUL VAHAB,M,37,GEN,IND,287,0,287,149054,115617
28,KOZHIKODE SOUTH,SAJAN.A.K,M,36,GEN,IND,226,1,227,149054,115617
28,KOZHIKODE SOUTH,ABDUL SATHAR,M,44,GEN,IND,211,0,211,149054,115617
28,KOZHIKODE SOUTH,MUNEER DAVARI,M,45,GEN,IND,190,0,190,149054,115617
28,KOZHIKODE SOUTH,PREMANAND.T,M,47,GEN,IND,166,0,166,149054,115617
28,KOZHIKODE SOUTH,ABDUL MUNEER,M,36,GEN,IND,130,0,130,149054,115617
29,BEYPORE,MAMMED KOYA V K C,M,75,GEN,CPM,68745,369,69114,191152,155709
29,BEYPORE,ADAM MULSI M P,M,35,GEN,INC,54583,168,54751,191152,155709
29,BEYPORE,PRAKASAN,M,36,GEN,BJP,27896,62,27958,191152,155709
29,BEYPORE,P.C MUHAMMEDKUTTY,M,56,GEN,WPOI,1380,7,1387,191152,155709
29,BEYPORE,MUHAMMED MUSTHAFA P.P,M,34,GEN,SDPI,1125,1,1126,191152,155709
29,BEYPORE,None of the Above,,,,NOTA,605,0,605,191152,155709
29,BEYPORE,V K MUHAMMED KOYA,M,55,GEN,IND,355,0,355,191152,155709
29,BEYPORE,ADAM MALIQUE E,M,41,GEN,IND,199,0,199,191152,155709
29,BEYPORE,ADAM,M,66,GEN,IND,109,0,109,191152,155709
29,BEYPORE,AJEESH KUMAR ERAKKATHIL,M,41,GEN,IND,104,1,105,191152,155709
30,KUNNAMANGALAM,ADV. P.T.A. RAHIM  &#39;E&#39;,M,67,GEN,IND,76554,856,77410,210071,180341
30,KUNNAMANGALAM,ADV.T. SIDDIQU,M,41,GEN,INC,65886,319,66205,210071,180341
30,KUNNAMANGALAM,C.K.PADMANABHAN,M,67,GEN,BJP,32567,135,32702,210071,180341
30,KUNNAMANGALAM,LATHEEF ANORA,M,39,GEN,SDPI,1249,3,1252,210071,180341
30,KUNNAMANGALAM,None of the Above,,,,NOTA,1144,4,1148,210071,180341
30,KUNNAMANGALAM,K.P RAHEEM MELECHETTUKUZHIYIL,M,50,GEN,IND,726,0,726,210071,180341
30,KUNNAMANGALAM,P.P RAJAN,M,48,SC,BSP,304,0,304,210071,180341
